timestamp,visitorid,event,itemid,transactionid
1440441528183,331115,view,67879,
1431559353170,1337665,view,397311,
1434923027504,1140205,view,66737,
1432141369391,778373,view,464180,
1437885110534,719958,view,458159,
1432231146589,1370595,view,358441,
1436216574589,887448,view,19752,
1435986385456,1110605,view,143774,
1435290217683,633961,view,66329,
1438814537389,306813,view,171882,
1441317339359,705659,view,213568,
1438671585374,630374,view,187849,
1435375473025,722618,view,128805,
1437451219693,1072287,view,122529,
1436905157348,371606,view,134191,
1441381522989,914082,view,105108,
1439696049799,1090453,view,129138,
1441813597462,1288206,view,219341,
1435091572561,613701,view,461538,
1435644596795,1274890,view,430657,
1438818644669,631965,view,148652,
1438108949891,1250902,view,432441,
1438282999364,937615,view,262063,
1435102436761,568647,view,284525,
1433307992335,686193,view,336131,
1438039409199,163889,view,257146,
1441285779095,56105,view,9338,
1441637580473,1379084,view,255430,
1438524330268,81199,view,328614,
1434513042738,89150,view,205605,
1432791547741,934247,view,433699,
1434158648598,1405031,view,213893,
1432855509435,511517,view,384626,
1440787360450,785226,view,7234,
1431721459867,721535,view,224462,
1434055500442,636655,view,309778,
1430854756632,348522,view,202605,
1435556683351,1286786,view,337520,
1437680012436,227455,view,169389,
1437782211954,1214395,view,255351,
1436897140082,830905,view,224900,
1438387414722,589620,view,212284,
1433798356452,429342,view,430292,
1439925670004,168013,view,31791,
1431923050731,10718,view,417243,
1433894421421,77390,view,314642,
1436936228012,534939,view,108241,
1435281505455,622717,view,211418,
1438463474909,931410,view,93144,
1436131912117,212007,addtocart,445161,
1438012233468,743804,view,387451,
1434668420459,836635,view,44220,
1441824487031,999183,view,352672,
1438700865558,1192375,view,65240,
1430682079133,167395,view,112782,
1430863419946,1382386,view,42968,
1438097224991,1208187,addtocart,124264,
1433144258313,734058,view,36656,
1435598095989,334050,view,393854,
1440259416314,1034885,view,207493,
1435088346377,1213070,view,389706,
1437857265892,1272130,view,158666,
1437499005495,1337215,view,244315,
1431992396263,641460,view,12948,
1432411753954,814570,view,289694,
1440308632813,28197,view,79846,
1438111835785,177981,view,274975,
1439314853980,812611,view,365673,
1435127108596,1021566,view,312613,
1441255812480,887168,transaction,315387,11388.0
1437962330523,1154717,view,133907,
1434681775186,362912,addtocart,305188,
1438886553272,497261,view,187946,
1439256511319,177147,view,47431,
1434153918528,252081,view,85013,
1437687456095,947782,view,324512,
1441728602685,1138041,view,410465,
1432826632648,381110,view,225004,
1431997994861,183234,view,140861,
1439845614659,296713,view,153250,
1439613393200,1098577,view,411798,
1437167278213,988511,view,276452,
1441000046421,589028,addtocart,181242,
1434428047555,185694,view,322366,
1432427060084,1268820,view,396284,
1440274123608,378544,view,273661,
1434241860840,416194,view,272770,
1438902544536,999422,view,345104,
1439226862656,583637,view,360238,
1439390624650,1341887,view,62496,
1431885436016,721596,view,292059,
1441910775509,620022,view,91885,
1440477814223,590499,view,36408,
1431650760456,396230,view,890,
1438462634701,1391726,view,243247,
1440285214956,987204,view,442474,
1434387323613,262123,view,359152,
1436298948129,1294931,view,105666,
1435332687744,226667,view,312427,
1434042637601,616388,view,407103,
1441330926584,1039495,view,107184,
1436897591156,146457,view,12040,
1431559840842,121914,view,277236,
1436221682946,302748,view,360825,
1441220007087,1031200,view,362362,
1433894003380,552087,view,442222,
1435090574582,114143,view,358669,
1438363518073,388200,view,322717,
1434921984988,520312,view,3223,
1435657148550,395525,view,27141,
1431552510525,250397,view,96924,
1431448725469,227091,view,217286,
1436957023011,163008,view,102828,
1432155349901,1207734,view,205604,
1431895205133,135074,view,206528,
1431801244905,1169658,view,404034,
1438406268679,614477,view,149907,
1437748230145,1363323,view,399133,
1434836744595,872514,view,187618,
1437533357846,1150086,view,209125,
1439262097780,655861,addtocart,150103,
1442237355425,1385133,view,218746,
1439350629785,349428,view,366070,
1435749890951,3873,view,331270,
1440739274446,490121,view,239529,
1438573400607,619123,view,128296,
1431467726742,998878,view,169067,
1436830069778,152846,view,299817,
1431984304779,1008246,view,305678,
1436797597179,1149200,view,322301,
1434072041066,610822,view,286835,
1433626767907,924903,view,28717,
1433622156141,247679,view,399531,
1433093141898,731424,view,394052,
1440947796904,448930,view,14939,
1441837911567,1360073,view,68923,
1433435599689,774489,view,461493,
1432602984898,675335,view,334302,
1439919056721,1371114,view,422671,
1431816941841,484836,view,217239,
1431695119431,1281135,view,247879,
1440001070169,705653,view,289103,
1434161409502,701887,view,371780,
1441995895708,1323386,view,181067,
1434502551385,1098538,view,292897,
1440788673787,936904,addtocart,363491,
1431053450836,229077,view,439913,
1440950080996,295417,view,131874,
1435540302556,13004,view,19867,
1434000961221,901952,view,435758,
1437858006327,1309636,view,337615,
1434176568157,1317891,view,251394,
1430894942546,849260,view,84160,
1438896367214,118074,view,166117,
1439688521764,1336121,view,13413,
1431269843407,1227377,view,185390,
1436214228274,1334165,view,294614,
1442341504366,627506,view,450760,
1438096094897,986575,view,2775,
1438885938902,1081103,view,307074,
1440657143742,787835,view,30167,
1442422075977,545424,view,55537,
1433908206294,141405,view,439803,
1431482906364,1238566,view,98100,
1441053227398,899857,view,76512,
1438950199724,1025576,view,298640,
1437498633816,1150086,transaction,418606,17448.0
1433698232304,284503,view,451678,
1437854216408,61732,view,271801,
1436389557720,172364,view,30551,
1430760776052,1212821,view,257070,
1436023662482,52171,view,458749,
1440032179899,72052,view,78153,
1433401883067,58092,view,319613,
1439706817505,291869,view,387265,
1436460006115,610738,view,304474,
1441000077034,1330504,view,305520,
1438800032168,1238212,view,50377,
1438654407037,421829,view,370653,
1438010422477,1306116,view,352509,
1436752570113,765577,view,67387,
1439126336125,1325877,view,388151,
1433963817369,943074,view,194396,
1437668415495,679312,view,440912,
1435617856191,354305,view,239006,
1441857330778,418515,view,386400,
1432582636690,566705,view,264284,
1434345819831,342122,view,315470,
1438137836911,773416,view,244970,
1440278473460,1114364,view,167534,
1432063076642,413200,view,373092,
1438057869952,619255,view,2992,
1437128438655,613300,view,198711,
1441433698939,427150,view,397311,
1436228145416,392752,view,419371,
1431029186144,1107100,view,315763,
1431914188134,803344,view,390249,
1437451906913,257783,view,455029,
1437269216755,314876,view,158314,
1434574220860,215465,view,47526,
1434131223575,993519,view,161025,
1441852069107,90833,view,23683,
1440775788243,413589,view,115631,
1432573522497,1203748,addtocart,462773,
1433356065237,173136,view,178294,
1435771039296,186673,view,63925,
1439837961450,1250962,view,131504,
1438958619492,444777,view,96376,
1435351779944,722948,view,399192,
1431377390877,259928,view,328370,
1440182068455,1049646,view,96940,
1440456449558,808412,view,141908,
1431570038648,27253,view,298499,
1441859668564,803581,view,276383,
1437164651049,146895,view,197754,
1439623336289,764062,view,308561,
1437066232245,989256,view,294705,
1432089804739,1190664,view,141241,
1432023881561,509081,view,258262,
1437512450985,203841,view,219488,
1431555502942,350190,view,161177,
1435705579629,569055,view,257111,
1439778770814,1325899,view,406864,
1441581826699,794152,view,132683,
1439499305221,1179521,view,133670,
1438980667629,118033,view,12057,
1433877356835,1309422,view,423851,
1441149278714,1013518,view,173764,
1431062491699,971451,view,8580,
1432171042196,12470,view,372405,
1442430175484,938529,view,311241,
1435566966400,818268,view,278259,
1431369889983,170277,view,390591,
1441039114839,381477,view,57868,
1440789458437,1381286,view,95636,
1431055849508,25404,view,331446,
1439579832516,651101,view,187946,
1440699897893,48244,view,409584,
1440884687477,326735,view,440152,
1431911025487,1219664,view,372124,
1436197328314,967700,view,331713,
1434498195141,983480,view,326436,
1441660331512,389908,view,451589,
1430680054294,654200,view,130822,
1430750026118,292542,view,51378,
1437490434993,153361,view,126993,
1441207941658,487618,view,383450,
1440635572959,848633,view,321054,
1432215967266,1394961,view,97307,
1430673870676,759407,view,65273,
1436211385012,989705,view,292825,
1432659286272,745970,view,95671,
1438078880348,234727,view,19076,
1433042553042,1129493,view,65633,
1438292171792,963142,view,230382,
1431286886819,1016356,transaction,103375,4965.0
1431744973859,424192,view,213695,
1434486790734,80644,view,124721,
1441666647683,1041794,view,249652,
1435298614872,636265,view,46232,
1438638351928,431333,view,157743,
1441126002229,557892,view,447215,
1436817121414,792205,view,290999,
1430958136704,820433,view,247578,
1435590813525,1379028,view,14671,
1430879092787,1032273,view,211136,
1431225011290,147250,view,377106,
1435215753554,347756,view,66078,
1441784706373,807904,view,185677,
1437020266782,536382,view,449665,
1439644864395,313480,view,385758,
1439503567742,1225351,view,323760,
1431622239056,444607,view,369000,
1433899702934,1299470,view,245278,
1430765836254,850991,view,151043,
1437841561088,528588,view,215156,
1440433886171,761244,view,166052,
1435670751492,591886,view,6398,
1433904651552,381414,view,365299,
1442418119221,866954,view,243343,
1442019828725,1110568,view,254477,
1432292011039,1137079,view,442837,
1439233227524,892013,view,406840,
1442064072224,851116,view,26185,
1432741369704,163561,view,156061,
1436634039827,606916,view,297863,
1439681195259,398155,view,137959,
1440998740345,801064,view,327026,
1434478330248,57400,view,418757,
1439826938609,169461,view,340731,
1437520549035,213447,view,4451,
1440168325723,229933,view,147671,
1435092717563,1284508,view,227198,
1431678285325,235359,view,91755,
1438543605508,215786,view,361155,
1431846772965,1389609,view,201927,
1437352497593,1103051,view,461740,
1437154808324,662594,view,283986,
1435601650554,885511,view,344723,
1431887453801,1094995,view,319962,
1434846975929,609984,view,156811,
1441650720220,1062210,view,209994,
1434338089171,1146582,view,382128,
1441943231271,675930,view,30558,
1435528419515,94781,view,256721,
1441208565219,1339068,view,358691,
1441039060772,1069411,view,253156,
1434033584614,544989,view,245818,
1431999380646,10568,view,308468,
1434778745543,712498,view,113243,
1433738716403,214431,view,189600,
1434091408936,69137,view,432742,
1433648453237,523883,view,463236,
1440319179655,559179,view,345179,
1433199810463,331130,view,393419,
1440209205488,380181,view,245818,
1436572467480,957913,view,146441,
1438996059825,596029,view,202700,
1441925575092,1040985,view,208691,
1433298323093,260584,view,306551,
1437491532940,131543,view,11443,
1436387605348,659384,view,133505,
1440625497276,1115975,view,22791,
1436629480850,519839,view,50284,
1437399260532,35978,view,150117,
1430679551361,1224313,view,68470,
1439335060515,152963,view,141755,
1440357683245,123695,view,419724,
1435772580479,1013539,view,49257,
1438968021569,1041197,view,181780,
1438707036775,1323222,view,228285,
1432863937557,551250,view,347521,
1431800334590,572936,view,303615,
1440793851824,486411,view,139312,
1433695754417,1151361,view,439194,
1435362917050,442505,view,313782,
1441252530458,894453,view,150183,
1435499177341,446399,view,284734,
1434400239162,39747,view,92750,
1441162446888,852797,view,378567,
1440530480035,1301547,view,298807,
1440516544757,1014497,view,91755,
1436847673450,1237582,view,69533,
1439008147975,1315770,view,41794,
1435866711594,1257709,view,280895,
1439491938064,771361,view,269766,
1435397484578,448742,view,219437,
1433993092615,129394,view,181106,
1437443140437,117629,view,362896,
1439144766763,1294181,view,225585,
1438735316189,825938,view,58888,
1439527179305,8341,view,98001,
1435018584995,511870,view,425067,
1434756217287,922967,addtocart,275559,
1436912968636,1279841,view,112492,
1439705917143,782180,view,387028,
1433989849761,55386,view,36764,
1435780213604,1185811,view,81310,
1431460737070,782882,view,42955,
1437941204294,689364,view,117947,
1431923543055,222456,view,192707,
1435790535303,609115,view,299222,
1436766423781,342681,view,96007,
1436915143679,1000428,view,364603,
1439141539265,519255,view,375725,
1436989412999,30039,view,976,
1432417301603,692189,view,341028,
1437243630669,1353337,view,83450,
1432317875552,247122,view,438410,
1440393181615,591557,view,185366,
1431352996091,1149184,view,20049,
1442299495140,969125,view,298252,
1431533132367,25947,view,418794,
1431402286415,1360930,view,115850,
1434675027287,1294409,view,227252,
1435191193251,501259,view,206268,
1433521572151,126994,view,144538,
1441660382056,537089,view,275660,
1435707271219,1397821,view,374112,
1442045478282,1067045,view,233834,
1434074672934,48810,view,397007,
1441748645129,470692,view,129576,
1432911254750,542945,view,378335,
1437002886407,591869,view,113535,
1436585749572,713412,view,374472,
1438288314795,452250,view,318610,
1442082820093,841701,view,449571,
1441829784809,724618,view,409804,
1440700459514,882869,view,58778,
1439308652587,212922,view,237021,
1440888505116,991270,view,156624,
1438136009057,1007867,view,44208,
1431487848344,787718,view,399359,
1432707471777,154689,view,216687,
1441857222987,668291,view,434782,
1440252095800,672586,view,67013,
1433814840568,484524,view,355707,
1436478483124,96953,view,125658,
1440597566448,1185312,view,4801,
1431900205129,1004949,view,76315,
1431402917418,556269,view,315404,
1439270034415,233967,view,176648,
1441404686148,1052332,view,257371,
1431290633815,1138844,view,394678,
1435173700769,1192293,view,419386,
1442074625401,1362285,view,346311,
1432695486409,1326555,view,29925,
1442458346163,721828,view,369919,
1434071851760,1227761,view,71660,
1431124156483,682581,view,198439,
1434556784866,1234762,view,400946,
1441052868289,1056921,view,253615,
1436143276766,1399744,view,272004,
1435448344163,868580,view,119810,
1441365335662,1208507,view,457289,
1441760352359,788129,view,338262,
1432741256860,85734,view,143643,
1430716565879,1191013,view,198996,
1438455124897,994111,view,179334,
1431273433593,1029948,view,369924,
1433781865500,1008085,view,174487,
1440357616078,1355293,view,168152,
1438469201514,531951,addtocart,125263,
1436920154769,86432,view,460065,
1433873691469,644939,view,53480,
1432588628585,825792,view,341526,
1438105298855,1032737,view,366493,
1441241161187,638482,view,232462,
1437598502637,1067893,view,415831,
1432876959782,1279180,view,423453,
1441342617377,977731,view,383715,
1433205495013,911284,view,45707,
1435165126429,836635,view,379796,
1441077194097,1183795,view,334884,
1439245140275,72394,view,130644,
1438737889529,598378,view,366229,
1440885074843,174702,view,190515,
1431409577750,39823,addtocart,441907,
1433889177998,1138231,view,228023,
1440395585168,744706,view,410422,
1432406088287,935542,view,406315,
1438478242411,197060,view,182514,
1442349600131,1038682,view,77173,
1438801767597,861299,view,51792,
1435207036216,647213,view,418310,
1434513271426,589927,view,364582,
1435267854334,1079996,view,292098,
1432753663878,1143383,transaction,34627,8694.0
1436221734995,479549,view,3611,
1432430146744,1034048,view,29118,
1437369108265,483484,view,146059,
1433472622168,962278,view,119281,
1436051224402,413790,view,182413,
1441661711321,1061713,view,327157,
1435020634270,803719,view,285680,
1436564154135,1331100,view,301905,
1433211503720,841595,view,337897,
1441348011379,724477,view,401151,
1431984061561,102548,view,68231,
1435682206372,527307,view,392453,
1436317104390,1400428,view,459174,
1432931493260,977656,view,326349,
1435988351044,22187,view,462847,
1437375375101,514948,view,126186,
1433196786400,216481,view,228896,
1433899019844,900915,view,21947,
1441659153053,1227379,view,117797,
1432004762433,1384629,view,126126,
1440005930544,6310,view,198833,
1438552729616,478026,view,358051,
1435839624037,414968,view,260773,
1437947126551,599455,view,72409,
1436492437338,1065185,view,56660,
1442169258292,1314518,view,83825,
1431382187391,1119007,view,353197,
1441339128341,102476,view,432793,
1434895799747,161736,view,138266,
1442363951218,748562,transaction,151387,437.0
1439338720009,559867,view,150268,
1438958680635,128835,view,420922,
1438291941609,229388,view,26902,
1441751887655,650279,view,252593,
1439826402756,782722,view,123964,
1437449128347,1118656,view,383849,
1431763809858,443044,view,84160,
1435774795399,341052,view,306286,
1431049319429,1219622,view,216305,
1440009446364,11134,view,223903,
1439234772799,977451,view,104423,
1440482235455,183920,view,82389,
1434911416898,594964,view,91968,
1432510139010,798744,view,264604,
1434049898618,1163152,view,252320,
1433648349179,127932,view,38862,
1441654104239,213456,view,75559,
1442015184554,91388,view,45315,
1439696259007,87679,view,355908,
1438734889713,122527,view,93417,
1438161264480,1202736,view,349149,
1430765688584,868541,addtocart,268955,
1431158555610,40557,view,40148,
1435441387130,680207,view,388436,
1438367012118,452056,view,422574,
1433175807488,300863,view,163709,
1430763163915,1118026,view,460574,
1432330698187,527307,view,127758,
1440034073997,1358227,view,313666,
1431410771929,258184,view,435844,
1432450828392,642518,view,456299,
1441648703433,812427,view,307127,
1438279229562,792638,view,165823,
1432160550283,383445,view,242910,
1439687802310,1179907,view,227591,
1435708964212,969837,view,55731,
1441511815313,1023838,view,222166,
1434393189029,424023,view,27027,
1435926858178,772007,view,423701,
1440623219527,1256554,view,373128,
1440021017514,193607,view,252239,
1431010642184,382747,view,25514,
1431653962136,809822,view,34784,
1432517698995,661447,view,432994,
1430716849010,1393250,view,216506,
1435345082753,993848,view,43267,
1433793090178,607475,view,18653,
1437629716215,155835,view,260071,
1436461774606,705542,view,82451,
1438136703156,1300499,addtocart,345086,
1438229074000,477312,view,82859,
1430755432088,662331,view,221124,
1434777426884,700919,view,416017,
1433377705035,540119,view,233159,
1435601363968,849241,view,449912,
1440355096537,466104,view,258589,
1438893697038,1104428,view,176015,
1438099108500,854926,view,259593,
1437799615323,35968,view,63721,
1431751386181,663051,view,57389,
1433109603580,929188,view,274798,
1435927609434,623428,view,247909,
1431798658187,602622,view,461590,
1441762520136,330180,view,219512,
1435582750866,703762,view,39854,
1442011478227,541632,view,439053,
1438199583728,1029340,view,96883,
1433623789042,683045,view,461188,
1433290609488,926203,view,398825,
1440521941245,303007,view,396184,
1437103859816,185116,view,278927,
1441672389011,971454,view,443938,
